zona_u_r;eval_gob_1;iden_pol_2;confianza_8_a;interes_pol_1_b;democracia_21;democracia_19;constitucion_4_a;constitucion_4_b;estallido_5;sexo;edad;bienestar_21;gse
RURAL;2. - DESAPRUEBA;1.- Izquierda;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;;10.- Que haya orden público y seguridad ciudadana;No;;5.- LAS RECHAZÓ;2. - MUJER;59;4.- No les alcanza, tienen grandes dificultades;4. - D
RURAL;3. - (no leer) NO APRUEBA NI DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;;7;No;;;1. - HOMBRE;50;4.- No les alcanza, tienen grandes dificultades;5. - E
RURAL;2. - DESAPRUEBA;10.- Derecha;3.- NORMALMENTE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;No;;5.- LAS RECHAZÓ;2. - MUJER;66;2.- Les alcanza justo, sin grandes dificultades;4. - D
RURAL;1. - APRUEBA;10.- Derecha;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;5.- LAS RECHAZÓ;2. - MUJER;66;2.- Les alcanza justo, sin grandes dificultades;3. - C3
RURAL;1. - APRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;;10.- Que haya orden público y seguridad ciudadana;No;;5.- LAS RECHAZÓ;1. - HOMBRE;66;2.- Les alcanza justo, sin grandes dificultades;4. - D
RURAL;;10.- Derecha;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;50;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;;;1.- CASI SIEMPRE SE PUEDE CONFIAR EN LAS PERSONAS;5.- NADA INTERESADO;;;Si;;5.- LAS RECHAZÓ;2. - MUJER;66;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;1. - APRUEBA;7;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;5;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;55;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;;No;;5.- LAS RECHAZÓ;2. - MUJER;65;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;1. - APRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;5;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;30;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;4;3.- NORMALMENTE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;8;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;35;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;2. - DESAPRUEBA;6;2.- NORMALMENTE SE PUEDE CONFIAR EN LA GENTE;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;5;Si;1.- APRUEBO;3.- NO LAS APOYÓ NI LAS RECHAZÓ;1. - HOMBRE;22;2.- Les alcanza justo, sin grandes dificultades;3. - C3
RURAL;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;6;No;;5.- LAS RECHAZÓ;1. - HOMBRE;52;2.- Les alcanza justo, sin grandes dificultades;4. - D
RURAL;2. - DESAPRUEBA;1.- Izquierda;1.- CASI SIEMPRE SE PUEDE CONFIAR EN LAS PERSONAS;1.- MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;1.- Que haya libertades públicas y privadas;Si;;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;42;3.- No les alcanza, tienen algunas dificultades;3. - C3
RURAL;3. - (no leer) NO APRUEBA NI DESAPRUEBA;9;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;1.- MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;2;Si;1.- APRUEBO;1.- LAS APOYÓ;1. - HOMBRE;41;2.- Les alcanza justo, sin grandes dificultades;3. - C3
RURAL;2. - DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;No;;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;29;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;1.- Izquierda;3.- NORMALMENTE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;5;Si;1.- APRUEBO;1.- LAS APOYÓ;1. - HOMBRE;43;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;3;3.- NORMALMENTE HAY QUE SER CUIDADOSO;2.- BASTANTE INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;8;Si;1.- APRUEBO;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;60;2.- Les alcanza justo, sin grandes dificultades;4. - D
URBANA;2. - DESAPRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;;Si;1.- APRUEBO;3.- NO LAS APOYÓ NI LAS RECHAZÓ;1. - HOMBRE;56;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;1. - APRUEBA;10.- Derecha;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;Si;;5.- LAS RECHAZÓ;2. - MUJER;47;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;1. - APRUEBA;3;3.- NORMALMENTE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;10.- Que haya orden público y seguridad ciudadana;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;42;2.- Les alcanza justo, sin grandes dificultades;4. - D
URBANA;2. - DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;10.- Que haya orden público y seguridad ciudadana;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;20;2.- Les alcanza justo, sin grandes dificultades;4. - D
URBANA;2. - DESAPRUEBA;5;1.- CASI SIEMPRE SE PUEDE CONFIAR EN LAS PERSONAS;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;No;;5.- LAS RECHAZÓ;2. - MUJER;71;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;;6;No;;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;51;1.- Les alcanza bien, pueden ahorrar;3. - C3
URBANA;2. - DESAPRUEBA;10.- Derecha;2.- NORMALMENTE SE PUEDE CONFIAR EN LA GENTE;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;No;;1.- LAS APOYÓ;1. - HOMBRE;19;1.- Les alcanza bien, pueden ahorrar;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;5;No;;5.- LAS RECHAZÓ;2. - MUJER;19;1.- Les alcanza bien, pueden ahorrar;3. - C3
URBANA;1. - APRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;9;Si;1.- APRUEBO;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;22;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;2.- BASTANTE INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;7;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;25;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;7;1.- CASI SIEMPRE SE PUEDE CONFIAR EN LAS PERSONAS;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;2.- INICIALMENTE LAS RECHAZÓ, PERO DESPUÉS LAS APOYÓ;1. - HOMBRE;25;1.- Les alcanza bien, pueden ahorrar;4. - D
URBANA;2. - DESAPRUEBA;7;3.- NORMALMENTE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;7;Si;2.- RECHAZO;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;32;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;1.- Que haya libertades públicas y privadas;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;28;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;1.- Izquierda;3.- NORMALMENTE HAY QUE SER CUIDADOSO;2.- BASTANTE INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;1.- Que haya libertades públicas y privadas;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;37;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;2. - DESAPRUEBA;6;3.- NORMALMENTE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;1. - HOMBRE;37;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;1.- Izquierda;3.- NORMALMENTE HAY QUE SER CUIDADOSO;2.- BASTANTE INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;1. - HOMBRE;25;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;1. - APRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;23;1.- Les alcanza bien, pueden ahorrar;3. - C3
URBANA;1. - APRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;1. - HOMBRE;27;2.- Les alcanza justo, sin grandes dificultades;5. - E
URBANA;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;;;No;;1.- LAS APOYÓ;2. - MUJER;42;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;2. - DESAPRUEBA;5;2.- NORMALMENTE SE PUEDE CONFIAR EN LA GENTE;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;8;Si;1.- APRUEBO;2.- INICIALMENTE LAS RECHAZÓ, PERO DESPUÉS LAS APOYÓ;2. - MUJER;25;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;4;Si;1.- APRUEBO;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;1. - HOMBRE;29;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;1. - APRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;1.- Que haya libertades públicas y privadas;Si;;5.- LAS RECHAZÓ;2. - MUJER;52;3.- No les alcanza, tienen algunas dificultades;2. - C2
URBANA;1. - APRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;7;No;;1.- LAS APOYÓ;2. - MUJER;23;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;1. - APRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;2.- BASTANTE INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;7;No;;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;32;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;67;3.- No les alcanza, tienen algunas dificultades;4. - D
URBANA;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;6;Si;1.- APRUEBO;1.- LAS APOYÓ;1. - HOMBRE;20;1.- Les alcanza bien, pueden ahorrar;3. - C3
URBANA;2. - DESAPRUEBA;6;2.- NORMALMENTE SE PUEDE CONFIAR EN LA GENTE;1.- MUY INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;1.- Que haya libertades públicas y privadas;Si;1.- APRUEBO;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;1. - HOMBRE;52;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;5;1.- CASI SIEMPRE SE PUEDE CONFIAR EN LAS PERSONAS;3.- ALGO INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;10.- Que haya orden público y seguridad ciudadana;Si;;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;19;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;;1.- CASI SIEMPRE SE PUEDE CONFIAR EN LAS PERSONAS;5.- NADA INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;6;;;9 No constesta;2. - MUJER;53;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;1.- MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;4;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;71;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;3;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;2.- BASTANTE INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;6;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;26;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;1. - APRUEBA;6;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;8;Si;2.- RECHAZO;5.- LAS RECHAZÓ;2. - MUJER;73;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;2. - DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;2.- BASTANTE INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;5;Si;1.- APRUEBO;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;36;3.- No les alcanza, tienen algunas dificultades;2. - C2
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;7;No;;5.- LAS RECHAZÓ;2. - MUJER;74;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;3;3.- NORMALMENTE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;4;No;;5.- LAS RECHAZÓ;2. - MUJER;33;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;;1.- CASI SIEMPRE SE PUEDE CONFIAR EN LAS PERSONAS;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;7;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;79;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;7;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;7;Si;1.- APRUEBO;5.- LAS RECHAZÓ;2. - MUJER;80;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;;1.- CASI SIEMPRE SE PUEDE CONFIAR EN LAS PERSONAS;5.- NADA INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;7;No;;1.- LAS APOYÓ;2. - MUJER;56;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;5;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;4.- NO MUY INTERESADO;2.- EN ALGUNAS CIRCUNSTANCIAS, UN GOBIERNO AUTORITARIO PUEDE SER PREFERIBLE A UNO DEMOCRÁTICO;7;Si;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;69;4.- No les alcanza, tienen grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;7;Si;1.- APRUEBO;5.- LAS RECHAZÓ;2. - MUJER;70;4.- No les alcanza, tienen grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;4;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;7;Si;1.- APRUEBO;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;30;2.- Les alcanza justo, sin grandes dificultades;4. - D
URBANA;;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;5;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;56;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;3.- ALGO INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;No;;5.- LAS RECHAZÓ;2. - MUJER;42;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;6;No;;1.- LAS APOYÓ;1. - HOMBRE;24;4.- No les alcanza, tienen grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;10.- Derecha;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;10.- Que haya orden público y seguridad ciudadana;No;;1.- LAS APOYÓ;1. - HOMBRE;56;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;1.- Izquierda;4.- CASI SIEMPRE HAY QUE SER CUIDADOSO;1.- MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;7;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;37;2.- Les alcanza justo, sin grandes dificultades;3. - C3
URBANA;2. - DESAPRUEBA;8;2.- NORMALMENTE SE PUEDE CONFIAR EN LA GENTE;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;10.- Que haya orden público y seguridad ciudadana;Si;1.- APRUEBO;4.- INICIALMENTE LAS APOYÓ, PERO DESPUÉS LAS RECHAZÓ;2. - MUJER;58;4.- No les alcanza, tienen grandes dificultades;4. - D
URBANA;2. - DESAPRUEBA;2;2.- NORMALMENTE SE PUEDE CONFIAR EN LA GENTE;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;4;No;;1.- LAS APOYÓ;2. - MUJER;28;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;;1.- CASI SIEMPRE SE PUEDE CONFIAR EN LAS PERSONAS;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;5;Si;1.- APRUEBO;1.- LAS APOYÓ;2. - MUJER;26;2.- Les alcanza justo, sin grandes dificultades;2. - C2
URBANA;2. - DESAPRUEBA;;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;5;No;;3.- NO LAS APOYÓ NI LAS RECHAZÓ;2. - MUJER;57;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;;2.- NORMALMENTE SE PUEDE CONFIAR EN LA GENTE;4.- NO MUY INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;4;No;;1.- LAS APOYÓ;2. - MUJER;22;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;2. - DESAPRUEBA;3;1.- CASI SIEMPRE SE PUEDE CONFIAR EN LAS PERSONAS;3.- ALGO INTERESADO;1.- LA DEMOCRACIA ES PREFERIBLE A CUALQUIER OTRA FORMA DE GOBIERNO;1.- Que haya libertades públicas y privadas;Si;1.- APRUEBO;1.- LAS APOYÓ;1. - HOMBRE;22;3.- No les alcanza, tienen algunas dificultades;3. - C3
URBANA;3. - (no leer) NO APRUEBA NI DESAPRUEBA;5;3.- NORMALMENTE HAY QUE SER CUIDADOSO;5.- NADA INTERESADO;3.- A LA GENTE COMO UNO, LE DA LO MISMO UN RÉGIMEN DEMOCRÁTICO QUE UNO AUTORITARIO;1.- Que haya libertades públicas y privadas;Si;;5.- LAS RECHAZÓ;2. - MUJER;55;2.- Les alcanza justo, sin grandes dificultades;3. - C3
